Word,Prefix_Stem,Prefix_Suffix,Suffix_Stem,Suffix_Suffix
argument,a,rgument,argumen,t
prospects,pro,spects,prospect,s
stations,s,tations,station,s
total,to,tal,tot,al
stations,s,tations,station,s
time,t,ime,tim,e
audience,a,udience,audienc,e
states,s,tates,state,s
figures,fi,gures,figure,s
comments,co,mments,comment,s
supplement,s,upplement,supplemen,t
magazine,ma,gazine,magazin,e
trade,tra,de,trad,e
publication,p,ublication,publicati,on
radio,ra,dio,radi,o
advertisers,a,dvertisers,advertiser,s
years,y,ears,year,s
survey,s,urvey,surve,y
size,s,ize,siz,e
characteristics,c,haracteristics,characteristic,s
market,ma,rket,mark,et
techniques,te,chniques,technique,s
market,ma,rket,mark,et
radio,ra,dio,radi,o
years,y,ears,year,s
trends,t,rends,trend,s
population,po,pulation,populati,on
cent,c,ent,cen,t
population,po,pulation,populati,on
cent,c,ent,cen,t
market,ma,rket,mark,et
survey,s,urvey,surve,y
Advertisers,A,dvertisers,Advertiser,s
attitudes,a,ttitudes,attitude,s
significance,s,ignificance,significanc,e
market,ma,rket,mark,et
ways,wa,ys,way,s
Stations,S,tations,Station,s
listeners,li,steners,listener,s
shows,s,hows,show,s
order,o,rder,ord,er
pace,pa,ce,pac,e
levels,le,vels,level,s
station,s,tation,stati,on
prestige,p,restige,prestig,e
community,co,mmunity,communit,y
improvement,i,mprovement,improvemen,t
projects,pro,jects,project,s
air,a,ir,ai,r
decade,de,cade,decad,e
number,nu,mber,numb,er
radio,ra,dio,radi,o
program,pro,gram,progra,m
hours,ho,urs,hour,s
cent,c,ent,cen,t
number,nu,mber,numb,er
stations,s,tations,station,s
cent,c,ent,cen,t
research,re,search,researc,h
man,ma,n,m,an
year,y,ear,ye,ar
research,re,search,researc,h
member,m,ember,memb,er
stations,s,tations,station,s
business,bu,siness,busines,s
census,c,ensus,censu,s
character,c,haracter,charact,er
population,po,pulation,populati,on
growth,g,rowth,grow,th
proof,pro,of,proo,f
observer,o,bserver,observ,er
states,s,tates,state,s
state,s,tate,stat,e
number,nu,mber,numb,er
WLIB,W,LIB,WLI,B
community,co,mmunity,communit,y
service,s,ervice,servic,e
programs,pro,grams,program,s
station,s,tation,stati,on
news,ne,ws,new,s
staffs,s,taffs,staff,s
unit,un,it,uni,t
neighborhoods,ne,ighborhoods,neighborhood,s
reminder,re,minder,remind,er
dedication,de,dication,dedicati,on
interests,in,terests,interest,s
WWRL,W,WRL,WW,RL
praise,p,raise,prais,e
expose,e,xpose,expos,e
cases,ca,ses,case,s
employment,e,mployment,employmen,t
agency,a,gency,agenc,y
deceit,de,ceit,decei,t
stations,s,tations,station,s
area,a,rea,are,a
attention,a,ttention,attenti,on
population,po,pulation,populati,on
cent,c,ent,cen,t
decade,de,cade,decad,e
cities,c,ities,citie,s
towns,to,wns,town,s
radio,ra,dio,radi,o
stations,s,tations,station,s
programs,pro,grams,program,s
listeners,li,steners,listener,s
network,ne,twork,networ,k
stations,s,tations,station,s
signals,s,ignals,signal,s
total,to,tal,tot,al
population,po,pulation,populati,on
question,que,stion,questi,on
stations,s,tations,station,s
future,f,uture,futur,e
nation,na,tion,nati,on
status,s,tatus,statu,s
impact,i,mpact,impac,t
integration,in,tegration,integrati,on
owners,o,wners,owner,s
radio,ra,dio,radi,o
stations,s,tations,station,s
days,da,ys,day,s
audience,a,udience,audienc,e
Advertisers,A,dvertisers,Advertiser,s
tendency,te,ndency,tendenc,y
brand,b,rand,bran,d
names,na,mes,name,s
stations,s,tations,station,s
interests,in,terests,interest,s
advertisers,a,dvertisers,advertiser,s
results,re,sults,result,s
disc,dis,c,dis,c
jockey,jo,ckey,jocke,y
commercial,co,mmercial,commerci,al
words,wo,rds,word,s
fact,fa,ct,fac,t
sheet,s,heet,she,et
programing,pro,graming,program,ing
radio,ra,dio,radi,o
shows,s,hows,show,s
magazine,ma,gazine,magazin,e
stress,s,tress,stres,s
bands,ba,nds,band,s
singers,s,ingers,singer,s
mood,m,ood,moo,d
music,m,usic,mus,ic
race,ra,ce,rac,e
music,m,usic,mus,ic
folk,fo,lk,fol,k
songs,s,ongs,song,s
melodies,m,elodies,melodie,s
gospel,g,ospel,gosp,el
programs,pro,grams,program,s
news,ne,ws,new,s
presentations,p,resentations,presentation,s
listener,li,stener,listen,er
groups,g,roups,group,s
projects,pro,jects,project,s
personalities,p,ersonalities,personalitie,s
station,s,tation,stati,on
copy,co,py,cop,y
account,a,ccount,accoun,t
matters,ma,tters,matter,s
concern,co,ncern,concer,n
station,s,tation,stati,on
group,g,roup,gro,up
quality,qua,lity,qualit,y
radio,ra,dio,radi,o
way,wa,y,wa,y
race,ra,ce,rac,e
personalities,p,ersonalities,personalitie,s
radio,ra,dio,radi,o
programs,pro,grams,program,s
impact,i,mpact,impac,t
quotation,qu,otation,quotati,on
KSAN,K,SAN,KSA,N
radio,ra,dio,radi,o
mirror,m,irror,mirr,or
ambitions,a,mbitions,ambition,s
achievements,a,chievements,achievement,s
desires,de,sires,desire,s
means,m,eans,mean,s
orientation,o,rientation,orientati,on
adjustment,a,djustment,adjustmen,t
life,li,fe,lif,e
radio,ra,dio,radi,o
process,pro,cess,proces,s
assimilation,a,ssimilation,assimilati,on
Presentation,P,resentation,Presentati,on
nostalgia,no,stalgia,nostalgi,a
values,va,lues,value,s
art,a,rt,ar,t
way,wa,y,wa,y
gift,g,ift,gif,t
collection,co,llection,collecti,on
widow,wi,dow,wid,ow
exhibition,e,xhibition,exhibiti,on
survey,s,urvey,surve,y
work,work,,wor,k
family,fa,mily,famil,y
portraits,po,rtraits,portrait,s
schools,s,chools,school,s
chronology,c,hronology,chronolog,y
group,g,roup,gro,up
paintings,pa,intings,painting,s
year,y,ear,ye,ar
part,pa,rt,par,t
estate,e,state,estat,e
artists,a,rtists,artist,s
life,li,fe,lif,e
work,work,,wor,k
period,p,eriod,perio,d
scenes,s,cenes,scene,s
bitterness,bi,tterness,bitternes,s
paintings,pa,intings,painting,s
drawings,d,rawings,drawing,s
prints,p,rints,print,s
illustrations,i,llustrations,illustration,s
manners,ma,nners,manner,s
costumes,co,stumes,costume,s
mores,m,ores,more,s
century,c,entury,centur,y
years,y,ears,year,s
friend,f,riend,frien,d
style,s,tyle,styl,e
pigments,pi,gments,pigment,s
work,work,,wor,k
palette,pa,lette,palett,e
solidity,s,olidity,solidit,y
brush,b,rush,brus,h
stroke,s,troke,strok,e
technique,te,chnique,techniqu,e
abandonment,a,bandonment,abandonmen,t
genres,g,enres,genre,s
favor,fa,vor,fav,or
figure,fi,gure,figur,e
studies,s,tudies,studie,s
studio,s,tudio,studi,o
nudes,nu,des,nude,s
exhibition,e,xhibition,exhibiti,on
phases,p,hases,phase,s
art,a,rt,ar,t
addition,a,ddition,additi,on
paintings,pa,intings,painting,s
drawings,d,rawings,drawing,s
prints,p,rints,print,s
illustrations,i,llustrations,illustration,s
works,work,s,work,s
newspaper,ne,wspaper,newspap,er
supplements,s,upplements,supplement,s
syndication,s,yndication,syndicati,on
job,jo,b,jo,b
streets,s,treets,street,s
city,c,ity,cit,y
survey,s,urvey,surve,y
paintings,pa,intings,painting,s
clotheslines,c,lotheslines,clothesline,s
city,c,ity,cit,y
roofs,ro,ofs,roof,s
rooftop,ro,oftop,roofto,p
canvases,ca,nvases,canvase,s
woman,wo,man,wom,an
child,c,hild,chil,d
clothes,c,lothes,clothe,s
birds,bi,rds,bird,s
landscapes,la,ndscapes,landscape,s
show,s,how,sh,ow
vista,vi,sta,vist,a
element,e,lement,elemen,t
factor,fa,ctor,fact,or
art,a,rt,ar,t
canvases,ca,nvases,canvase,s
crowd,c,rowd,crow,d
multifigure,m,ultifigure,multifigur,e
action,a,ction,acti,on
canvas,ca,nvas,canva,s
ash,a,sh,,ash
can,ca,n,c,an
dog,do,g,do,g
member,m,ember,memb,er
term,te,rm,ter,m
paintings,pa,intings,painting,s
cities,c,ities,citie,s
exhibition,e,xhibition,exhibiti,on
sojourn,s,ojourn,sojour,n
dance,da,nce,danc,e
landscapes,la,ndscapes,landscape,s
influence,in,fluence,influenc,e
color,co,lor,col,or
palette,pa,lette,palett,e
fact,fa,ct,fac,t
extrovert,e,xtrovert,extrover,t
value,va,lue,valu,e
art,a,rt,ar,t
chronicle,c,hronicle,chronicl,e
items,i,tems,item,s
show,s,how,sh,ow
painting,pa,inting,paint,ing
member,m,ember,memb,er
work,work,,wor,k
friends,f,riends,friend,s
students,s,tudents,student,s
art,a,rt,ar,t
memorabilia,m,emorabilia,memorabili,a
correspondence,co,rrespondence,correspondenc,e
diaries,di,aries,diarie,s
books,bo,oks,book,s
library,li,brary,librar,y
collection,co,llection,collecti,on
period,p,eriod,perio,d
years,y,ears,year,s
items,i,tems,item,s
1920's,1,920's,1920',s
students,s,tudents,student,s
public,p,ublic,publ,ic
forgeries,fo,rgeries,forgerie,s
director,di,rector,direct,or
file,fi,le,fil,e
photographs,p,hotographs,photograph,s
works,work,s,work,s
card,ca,rd,c,ard
index,in,dex,inde,x
file,fi,le,fil,e
collection,co,llection,collecti,on
center,c,enter,cent,er
art,a,rt,ar,t
students,s,tudents,student,s
historians,hi,storians,historian,s
exhibition,e,xhibition,exhibiti,on
view,vi,ew,vi,ew
collections,co,llections,collection,s
sources,s,ources,source,s
musician,m,usician,musici,an
interpretations,in,terpretations,interpretation,s
care,ca,re,car,e
sense,s,ense,sens,e
son,s,on,s,on
youth,y,outh,you,th
sound,s,ound,soun,d
style,s,tyle,styl,e
piano,pi,ano,pian,o
recital,re,cital,recit,al
spirit,s,pirit,spiri,t
style,s,tyle,styl,e
readings,re,adings,reading,s
impression,i,mpression,impressi,on
abundance,a,bundance,abundanc,e
discipline,dis,cipline,disciplin,e
arpeggios,a,rpeggios,arpeggio,s
moments,m,oments,moment,s
lines,li,nes,line,s
fingers,fi,ngers,finger,s
way,wa,y,wa,y
idea,i,dea,ide,a
moments,m,oments,moment,s
kind,k,ind,kin,d
opera,o,pera,oper,a
style,s,tyle,styl,e
mechanics,m,echanics,mechanic,s
insight,in,sight,insigh,t
simplicities,s,implicities,simplicitie,s
audience,a,udience,audienc,e
interpreter,in,terpreter,interpret,er
authority,a,uthority,authorit,y
evening,e,vening,even,ing
process,pro,cess,proces,s
interpretation,in,terpretation,interpretati,on
music,m,usic,mus,ic
director,di,rector,direct,or
man,ma,n,m,an
flair,fla,ir,flai,r
podium,po,dium,podi,um
times,t,imes,time,s
subjectivity,s,ubjectivity,subjectivit,y
odds,o,dds,odd,s
music,m,usic,mus,ic
appearances,a,ppearances,appearance,s
symphony,s,ymphony,symphon,y
conjunction,co,njunction,conjuncti,on
end,e,nd,en,d
program,pro,gram,progra,m
amount,a,mount,amoun,t
preoccupation,p,reoccupation,preoccupati,on
business,bu,siness,busines,s
raggedness,ra,ggedness,raggednes,s
orchestra,o,rchestra,orchestr,a
entrance,e,ntrance,entranc,e
deliberations,de,liberations,deliberation,s
obsequies,o,bsequies,obsequie,s
music,m,usic,mus,ic
plenty,p,lenty,plent,y
spring,s,pring,spr,ing
soloist,s,oloist,solo,ist
ease,e,ase,eas,e
economy,e,conomy,econom,y
plasticity,p,lasticity,plasticit,y
evening,e,vening,even,ing
intermission,in,termission,intermissi,on
sweepings,s,weepings,sweeping,s
composer,co,mposer,compos,er
programs,pro,grams,program,s
entrance,e,ntrance,entranc,e
chorus,c,horus,choru,s
waiting,wa,iting,wait,ing
voices,vo,ices,voice,s
music,m,usic,mus,ic
life,li,fe,lif,e
program,pro,gram,progra,m
festival,fe,stival,festiv,al
weeks,we,eks,week,s
categories,ca,tegories,categorie,s
hall,ha,ll,h,all
performance,p,erformance,performanc,e
tribe,tri,be,trib,e
earth,e,arth,ear,th
tea,te,a,te,a
tray,tra,y,tra,y
backs,ba,cks,back,s
elephants,e,lephants,elephant,s
turn,t,urn,tur,n
shell,s,hell,shel,l
tortoise,to,rtoise,tortois,e
theory,t,heory,theor,y
method,m,ethod,metho,d
resemblance,re,semblance,resemblanc,e
methods,m,ethods,method,s
science,s,cience,scienc,e
business,bu,siness,busines,s
cosmologists,co,smologists,cosmologist,s
scientists,s,cientists,scientist,s
nature,na,ture,natur,e
structure,s,tructure,structur,e
universe,un,iverse,univers,e
mysteries,m,ysteries,mysterie,s
keys,k,eys,key,s
doors,do,ors,door,s
keys,k,eys,key,s
principles,p,rinciples,principle,s
physics,p,hysics,physic,s
mathematics,ma,thematics,mathematic,s
astronomy,a,stronomy,astronom,y
principles,p,rinciples,principle,s
phenomena,p,henomena,phenomen,a
knowledge,k,nowledge,knowledg,e
autumn,a,utumn,autum,n
series,s,eries,serie,s
talks,ta,lks,talk,s
scientists,s,cientists,scientist,s
cosmology,co,smology,cosmolog,y
men,m,en,,men
theories,t,heories,theorie,s
universe,un,iverse,univers,e
moderator,m,oderator,moderat,or
participants,pa,rticipants,participant,s
professor,pro,fessor,profess,or
mathematics,ma,thematics,mathematic,s
reader,re,ader,read,er
mathematics,ma,thematics,mathematic,s
lecturer,le,cturer,lectur,er
reader,re,ader,read,er
astronomy,a,stronomy,astronom,y
reader,re,ader,read,er
mathematics,ma,thematics,mathematic,s
moderator,m,oderator,moderat,or
programs,pro,grams,program,s
public,p,ublic,publ,ic
arguments,a,rguments,argument,s
book,bo,ok,boo,k
discussion,dis,cussion,discussi,on
theories,t,heories,theorie,s
universe,un,iverse,univers,e
theory,t,heory,theor,y
relativity,re,lativity,relativit,y
observation,o,bservation,observati,on
universe,un,iverse,univers,e
galaxies,ga,laxies,galaxie,s
speeds,s,peeds,speed,s
universe,un,iverse,univers,e
stars,s,tars,star,s
expansion,e,xpansion,expansi,on
years,y,ears,year,s
idea,i,dea,ide,a
universe,un,iverse,univers,e
years,y,ears,year,s
expansion,e,xpansion,expansi,on
contraction,co,ntraction,contracti,on
billions,bi,llions,billion,s
years,y,ears,year,s
galaxies,ga,laxies,galaxie,s
center,c,enter,cent,er
movement,m,ovement,movemen,t
theory,t,heory,theor,y
theory,t,heory,theor,y
matter,ma,tter,matt,er
space,s,pace,spac,e
reason,re,ason,reas,on
density,de,nsity,densit,y
universe,un,iverse,univers,e
galaxies,ga,laxies,galaxie,s
directions,di,rections,direction,s
galaxies,ga,laxies,galaxie,s
gaps,ga,ps,gap,s
galaxies,ga,laxies,galaxie,s
universe,un,iverse,univers,e
millions,m,illions,million,s
years,y,ears,year,s
millions,m,illions,million,s
years,y,ears,year,s
universe,un,iverse,univers,e
galaxies,ga,laxies,galaxie,s
hydrogen,h,ydrogen,hydrog,en
atom,a,tom,ato,m
area,a,rea,are,a
size,s,ize,siz,e
room,ro,om,roo,m
years,y,ears,year,s
idea,i,dea,ide,a
experiments,e,xperiments,experiment,s
principle,p,rinciple,principl,e
conservation,co,nservation,conservati,on
matter,ma,tter,matt,er
energy,e,nergy,energ,y
error,e,rror,err,or
experiments,e,xperiments,experiment,s
theory,t,heory,theor,y
universe,un,iverse,univers,e
theory,t,heory,theor,y
behavior,be,havior,behavi,or
protons,pro,tons,proton,s
electrons,e,lectrons,electron,s
Protons,P,rotons,Proton,s
electrons,e,lectrons,electron,s
charges,c,harges,charge,s
atom,a,tom,ato,m
hydrogen,h,ydrogen,hydrog,en
block,b,lock,bloc,k
matter,ma,tter,matt,er
charges,c,harges,charge,s
electron,e,lectron,electr,on
proton,pro,ton,prot,on
proton,pro,ton,prot,on
charge,c,harge,charg,e
electron,e,lectron,electr,on
hydrogen,h,ydrogen,hydrog,en
atom,a,tom,ato,m
hydrogen,h,ydrogen,hydrog,en
atom,a,tom,ato,m
surface,s,urface,surfac,e
sphere,s,phere,spher,e
hydrogen,h,ydrogen,hydrog,en
atoms,a,toms,atom,s
subject,s,ubject,subjec,t
gravitation,gra,vitation,gravitati,on
sphere,s,phere,spher,e
atoms,a,toms,atom,s
sphere,s,phere,spher,e
forces,fo,rces,force,s
gravitation,gra,vitation,gravitati,on
surface,s,urface,surfac,e
hydrogen,h,ydrogen,hydrog,en
atoms,a,toms,atom,s
sphere,s,phere,spher,e
universe,un,iverse,univers,e
hydrogen,h,ydrogen,hydrog,en
sphere,s,phere,spher,e
surface,s,urface,surfac,e
atoms,a,toms,atom,s
expansion,e,xpansion,expansi,on
universe,un,iverse,univers,e
book,bo,ok,boo,k
reader,re,ader,read,er
glimpse,g,limpse,glimps,e
mind,m,ind,min,d
universe,un,iverse,univers,e
appeal,a,ppeal,appe,al
conversation,co,nversation,conversati,on
photographs,p,hotographs,photograph,s
charts,c,harts,chart,s
galaxies,ga,laxies,galaxie,s
discussion,dis,cussion,discussi,on
language,la,nguage,languag,e
contributors,co,ntributors,contributor,s
jargon,ja,rgon,jarg,on
way,wa,y,wa,y
field,fi,eld,fiel,d
discussion,dis,cussion,discussi,on
cosmologists,co,smologists,cosmologist,s
persuasion,p,ersuasion,persuasi,on
day,da,y,da,y
satellite,sa,tellite,satellit,e
devices,de,vices,device,s
vistas,vi,stas,vista,s
science,s,cience,scienc,e
absorption,a,bsorption,absorpti,on
rays,ra,ys,ray,s
atmosphere,a,tmosphere,atmospher,e
ground,g,round,groun,d
observation,o,bservation,observati,on
scientists,s,cientists,scientist,s
telescope,te,lescope,telescop,e
gases,ga,ses,gase,s
way,wa,y,wa,y
theories,t,heories,theorie,s
solace,s,olace,solac,e
prospect,pro,spect,prospec,t
missile,mis,sile,missil,e
race,ra,ce,rac,e
nations,na,tions,nation,s
time,t,ime,tim,e
study,s,tudy,stud,y
space,s,pace,spac,e
ladder,la,dder,ladd,er
regions,re,gions,region,s
tea,te,a,te,a
tray,tra,y,tra,y
elephants,e,lephants,elephant,s
tortoise,to,rtoise,tortois,e
science,s,cience,scienc,e
series,s,eries,serie,s
explanations,e,xplanations,explanation,s
cosmos,co,smos,cosmo,s
universe,un,iverse,univers,e
match,ma,tch,matc,h
imagination,i,magination,imaginati,on
man,ma,n,m,an
play,p,lay,pla,y
night,ni,ght,nigh,t
club,c,lub,clu,b
awakening,a,wakening,awaken,ing
farm,fa,rm,far,m
girl,g,irl,gir,l
transfer,tra,nsfer,transf,er
trappings,tra,ppings,trapping,s
theater,t,heater,theat,er
scene,s,cene,scen,e
disappointment,dis,appointment,disappointmen,t
lover,lo,ver,lov,er
emancipation,e,mancipation,emancipati,on
series,s,eries,serie,s
happenings,ha,ppenings,happening,s
acts,a,cts,act,s
burden,bu,rden,burd,en
message,m,essage,messag,e
people,p,eople,peopl,e
soil,s,oil,soi,l
people,p,eople,peopl,e
intellectuals,in,tellectuals,intellectual,s
clods,c,lods,clod,s
cloddishness,c,loddishness,cloddishnes,s
influences,in,fluences,influence,s
aesthetics,a,esthetics,aesthetic,s
thought,t,hought,though,t
politics,po,litics,politic,s
symphony,s,ymphony,symphon,y
roots,ro,ots,root,s
soil,s,oil,soi,l
life,li,fe,lif,e
twilight,t,wilight,twiligh,t
peasants,p,easants,peasant,s
serfs,s,erfs,serf,s
past,pa,st,pas,t
theme,t,heme,them,e
time,t,ime,tim,e
untidiness,un,tidiness,untidines,s
mind,m,ind,min,d
household,ho,usehold,househol,d
interest,in,terest,interes,t
theatergoer,t,heatergoer,theatergo,er
palace,pa,lace,palac,e
heap,he,ap,he,ap
contrast,co,ntrast,contras,t
meals,m,eals,meal,s
washing,wa,shing,wash,ing
dishes,dis,hes,dishe,s
drying,d,rying,dry,ing
clothes,c,lothes,clothe,s
realism,re,alism,real,ism
thing,t,hing,th,ing
redundancy,re,dundancy,redundanc,y
points,po,ints,point,s
fund,f,und,fun,d
animal,a,nimal,anim,al
spirits,s,pirits,spirit,s
voice,vo,ice,voic,e
smile,s,mile,smil,e
sojourn,s,ojourn,sojour,n
sweetheart,s,weetheart,sweethear,t
fellow,fe,llow,fell,ow
course,co,urse,cours,e
dose,do,se,dos,e
socialism,s,ocialism,social,ism
family,fa,mily,famil,y
world,wo,rld,worl,d
progress,pro,gress,progres,s
family,fa,mily,famil,y
party,pa,rty,part,y
bull,bu,ll,bul,l
letter,le,tter,lett,er
dismissal,dis,missal,dismiss,al
sympathy,s,ympathy,sympath,y
misfortune,mis,fortune,misfortun,e
lover,lo,ver,lov,er
freedom,f,reedom,freedo,m
flight,f,light,fligh,t
final,fi,nal,fin,al
speech,s,peech,speec,h
audiences,a,udiences,audience,s
portraits,po,rtraits,portrait,s
play,p,lay,pla,y
impersonation,i,mpersonation,impersonati,on
father,fa,ther,fath,er
characterization,c,haracterization,characterizati,on
farm,fa,rm,far,m
mother,m,other,moth,er
nonsense,no,nsense,nonsens,e
daughter,da,ughter,daught,er
meat,m,eat,mea,t
potatoes,po,tatoes,potatoe,s
dish,dis,h,d,ish
audiences,a,udiences,audience,s
word,wo,rd,wor,d
rain,ra,in,ra,in
season,s,eason,seas,on
theatre,t,heatre,theatr,e
theatre,t,heatre,theatr,e
founder,fo,under,found,er
festival,fe,stival,festiv,al
director,di,rector,direct,or
production,pro,duction,producti,on
way,wa,y,wa,y
stage,s,tage,stag,e
music,m,usic,mus,ic
dance,da,nce,danc,e
words,wo,rds,word,s
mixture,m,ixture,mixtur,e
audience,a,udience,audienc,e
seats,s,eats,seat,s
enclosure,e,nclosure,enclosur,e
lawns,la,wns,lawn,s
fence,fe,nce,fenc,e
sallies,sa,llies,sallie,s
public,p,ublic,publ,ic
humor,hu,mor,hum,or
insult,in,sult,insul,t
chuckles,c,huckles,chuckle,s
comedy,co,medy,comed,y
day,da,y,da,y
jokes,jo,kes,joke,s
top,to,p,to,p
heads,he,ads,head,s
laughter,la,ughter,laught,er
vivacity,vi,vacity,vivacit,y
party,pa,rty,part,y
palace,pa,lace,palac,e
motif,m,otif,moti,f
music,m,usic,mus,ic
honor,ho,nor,hon,or
spell,s,pell,spel,l
delight,de,light,deligh,t
altar,a,ltar,alt,ar
sprinkle,s,prinkle,sprinkl,e
person,p,erson,pers,on
audience,a,udience,audienc,e
umbrellas,u,mbrellas,umbrella,s
rain,ra,in,ra,in
men,m,en,,men
women,wo,men,wo,men
summer,s,ummer,summ,er
clothes,c,lothes,clothe,s
father,fa,ther,fath,er
stage,s,tage,stag,e
voice,vo,ice,voic,e
loudspeaker,lo,udspeaker,loudspeak,er
system,s,ystem,syste,m
rain,ra,in,ra,in
performance,p,erformance,performanc,e
minutes,m,inutes,minute,s
audience,a,udience,audienc,e
enclosure,e,nclosure,enclosur,e
raincoats,ra,incoats,raincoat,s
newspapers,ne,wspapers,newspaper,s
heads,he,ads,head,s
Others,O,thers,Other,s
trees,t,rees,tree,s
fence,fe,nce,fenc,e
minutes,m,inutes,minute,s
interruption,in,terruption,interrupti,on
play,p,lay,pla,y
point,po,int,poin,t
act,a,ct,ac,t
places,p,laces,place,s
stage,s,tage,stag,e
speeches,s,peeches,speeche,s
moment,m,oment,momen,t
while,whi,le,whil,e
while,whi,le,whil,e
heavens,he,avens,heaven,s
weeping,we,eping,weep,ing
company,co,mpany,compan,y
part,pa,rt,par,t
scenes,s,cenes,scene,s
hundreds,hu,ndreds,hundred,s
downpour,do,wnpour,downpo,ur
doubt,do,ubt,doub,t
comfort,co,mfort,comfor,t
job,jo,b,jo,b
mention,m,ention,menti,on
technicians,te,chnicians,technician,s
notice,no,tice,notic,e
stage,s,tage,stag,e
platforms,p,latforms,platform,s
